,azi,fn,ft
148,297.6536312849162,440.22130505781786,-60.73599425018469
149,299.66480446927375,437.68174892590895,-60.69874485741258
150,301.67597765363126,435.2013703763784,-60.66323115304163
151,303.6871508379888,432.7820326109403,-60.62432060430758
152,305.69832402234636,430.4264999145937,-60.584278970145874
153,307.70949720670393,428.1374919395068,-60.54616689967212
154,309.72067039106145,425.91722850667276,-60.50997362821199
155,311.73184357541896,423.7678328819736,-60.47568287512001
156,313.7430167597765,421.69133206922896,-60.443273133054234
157,315.75418994413405,419.6896572782814,-60.41271798752673
158,317.7653631284916,417.76464455471194,-60.38398646703175
159,319.77653631284915,415.91803555942744,-60.35704342708327
160,321.78770949720666,414.1520584320646,-60.329362226718814
161,323.79888268156424,412.471989888416,-60.28521600286307
162,325.81005586592175,410.87486308452935,-60.243732597709325
163,327.82122905027927,409.3620308229227,-60.20488346131457
164,329.83240223463685,407.93475816544276,-60.168637280890636
165,331.8435754189944,406.59422381952805,-60.13496053239273
166,333.85474860335194,405.3415215628379,-60.103818051751205
167,335.86592178770945,404.17766168922384,-60.075173621182024
168,337.877094972067,403.10357245868994,-60.04899056511605
169,339.88826815642454,402.1201015337669,-60.02523234942916
170,341.8994413407821,401.22801738463875,-60.00386317686193
171,343.91061452513964,400.4280106454274,-59.98484857084448
172,345.9217877094972,399.7206954043251,-59.96815593942817
173,347.9329608938547,399.10661041077736,-59.953755110707874
174,349.94413407821224,398.58622018366,-59.941618831029466
175,351.95530726256976,398.15991600565746,-59.93172321772706
176,353.96648044692733,397.82801678859295,-59.92404815631531
177,355.9776536312849,397.59076980209073,-59.918577640576196
178,357.9888268156424,397.4483512480174,-59.91530003975171
179,360.0,397.40086667794293,-59.91420829470945
