,azi,fn,ft
45,90.50279329608938,450.08243899811697,-49.10652270376733
46,92.51396648044692,450.0271393428126,-48.458880236217446
47,94.52513966480447,450.2318192817914,-47.901670082318304
48,96.536312849162,450.4826951907343,-47.365654792842896
49,98.54748603351955,450.7548789616093,-46.84705833086447
50,100.55865921787709,450.82311132609556,-46.307952935530864
51,102.56983240223462,450.94898034029205,-45.79408155479456
52,104.58100558659217,451.13471946275473,-45.30619193013538
53,106.59217877094972,451.3825111693149,-44.84499616269339
54,108.60335195530725,451.69447235004225,-44.41117064501318
55,110.61452513966479,452.0726394289911,-44.0053560650034
56,112.62569832402235,452.51895346813996,-43.62815751423318
57,114.63687150837987,453.11250184240544,-43.30200307807003
58,116.64804469273743,454.01304685597665,-43.07852906484131
59,118.65921787709496,454.7355839981072,-42.85433725696655
60,120.6703910614525,455.5457908104378,-42.66070935505939
61,122.68156424581004,456.44493401461705,-42.49802588097001
62,124.6927374301676,457.43407829404094,-42.36663755579063
63,126.70391061452511,458.5140726079193,-42.26686515423747
64,128.71508379888266,459.68553720946744,-42.19899926936444
65,130.72625698324023,460.9488514603086,-42.163299974675205
66,132.73743016759775,462.3041425220769,-42.15999637053026
67,134.7486033519553,463.7512750598597,-42.18928601758006
68,136.75977653631284,465.28984199710646,-42.25133424021216
69,138.7709497206704,466.9191563719288,-42.34627328923952
70,140.7821229050279,468.63824447360685,-42.474201387871624
71,142.79329608938548,470.4458402311974,-42.63518163937055
72,144.804469273743,472.34038095547055,-42.829240810328095
73,146.81564245810054,474.3200044805864,-43.05636799483536
74,148.8268156424581,476.382547750478,-43.316513169136705
75,150.83798882681563,478.5255468862262,-43.60958564900043
76,152.84916201117318,480.746238761666,-43.935452464600615
77,154.86033519553072,483.0415641050688,-44.2939366701372
78,156.87150837988824,485.49268013227976,-44.70672783426105
79,158.8826815642458,488.0058139526431,-45.15035517849575
80,160.89385474860333,490.5747962483955,-45.623916186157025
81,162.90502793296088,493.1954217979154,-46.127028723405104
82,164.91620111731842,495.8632538858571,-46.659259579581665
83,166.92737430167597,498.5736359772157,-47.22012301161268
84,168.9385474860335,501.1326571930989,-47.78702963695962
85,170.94972067039106,503.57253333666574,-48.363379362931056
86,172.9608938547486,506.01957333478765,-48.96370164548469
87,174.97206703910612,508.469108283623,-49.5872916724277
88,176.98324022346367,510.9163714478785,-50.23339185145244
89,178.9944134078212,513.356513645589,-50.90119180559094
90,181.00558659217876,515.7846192538169,-51.589828600722136
91,183.0167597765363,518.1957227557297,-52.298387219034886
92,185.02793296089385,520.5848257455978,-53.025901290511015
93,187.03910614525137,522.9469143048234,-53.771354092442614
94,189.05027932960894,525.276976659231,-54.533679824761364
95,191.06145251396646,527.3571048474996,-55.27492240981247
96,193.072625698324,529.3279535539093,-56.01860478893771
97,195.08379888268155,531.2460079448323,-56.77404333278318
98,197.0949720670391,533.1070256552603,-57.54005705860353
99,199.10614525139664,534.9068620429441,-58.3154309479094
100,201.11731843575419,536.6414856186013,-59.09891881968889
101,203.12849162011173,538.3069930622023,-59.88924641918875
102,205.13966480446925,539.900914525047,-60.68557858252801
103,207.15083798882682,540.9593665830594,-61.384769137368586
104,209.16201117318434,541.6691706973953,-62.02256830353506
105,211.17318435754188,542.2935089044439,-62.65998396829239
106,213.18435754189943,542.8306128950846,-63.29591039961458
107,215.19553072625698,543.2789055379786,-63.92924253979638
108,217.2067039106145,543.6370077884733,-64.55887954978316
109,219.21787709497207,543.9037448098443,-65.18372838421274
110,221.22905027932958,543.3979274285339,-65.68709383305546
111,223.24022346368713,542.2634075526422,-66.09000186583197
112,225.2513966480447,541.0417004985593,-66.48283058411535
113,227.26256983240222,539.7344318844431,-66.86490221502
114,229.27374301675974,538.343382107931,-67.23556989601225
115,231.2849162011173,536.870483267586,-67.59421965245915
116,233.29608938547486,535.3178155935581,-67.94027221721716
117,235.30726256983237,533.1728464460288,-68.17693330417902
118,237.31843575418992,530.7797777872779,-68.36602516662201
119,239.3296089385475,528.3243407622638,-68.54115009225356
120,241.340782122905,525.8100180794385,-68.70209870156812
121,243.35195530726256,523.2403661534839,-68.84870092668955
122,245.36312849162007,520.6190083925052,-68.98082601522083
123,247.37430167597765,517.9614172342017,-69.12707698434393
124,249.3854748603352,515.1544994236299,-69.22936439305903
125,251.3966480446927,512.2972488217525,-69.31329768559162
126,253.40782122905023,509.40617205505544,-69.3832434992369
127,255.41899441340783,506.4852283475404,-69.43929968633137
128,257.4301675977653,503.53839389497494,-69.48160024738922
129,259.4413407821229,500.56965501185624,-69.51031396114026
130,261.45251396648047,497.5831174273676,-69.52465129380187
131,263.463687150838,494.58386927804764,-69.51556299649792
132,265.4748603351955,491.57465711157346,-69.49391565870293
133,267.486033519553,488.55943842232347,-69.46000640946708
134,269.4972067039106,485.5465769672533,-69.43536468273781
135,271.50837988826817,482.5372902411621,-69.40598178101266
136,273.5195530726257,479.53406455242583,-69.36536039367984
137,275.5307262569832,476.5407372811876,-69.31389246069386
138,277.5418994413408,473.5742507376878,-69.22560958887458
139,279.5530726256983,470.6280461491449,-69.12175146739719
140,281.5642458100558,467.70243237226447,-69.00952073370857
141,283.5754189944134,464.8010206264229,-68.88936242096264
142,285.58659217877096,461.92726263201877,-68.76201775361979
143,287.5977653631285,459.083274588319,-68.63257786345757
144,289.608938547486,456.2741549371002,-68.49658253452974
145,291.62011173184356,453.5032194896508,-68.35448733471078
146,293.6312849162011,450.82301846815295,-68.17153087350368
147,295.64245810055866,448.2382797193701,-67.94723620077751
